cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/19/2020,Global Strategy Group/GBAO/Navigator Research,1000,rv,.5831269,.2445844,53,51.99332,51.92564,"",71531,134404
2020,National,10/28/2020,Joseph R. Biden Jr.,9/5/2020,9/7/2020,Cygnal,2000,lv,2.107373,0,47.2,48.59937,49.75921,"",71734,134397
2020,National,10/28/2020,Joseph R. Biden Jr.,10/19/2020,10/21/2020,SurveyMonkey,13943,lv,.060038,.030306,52,50.93011,50.87484,T,71681,134341
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,Quinnipiac University,1426,lv,1.912528,.9076999,51,49.93393,49.80919,"",71676,134277
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/21/2020,IBD/TIPP,965,lv,.2567124,.1276661,49.7,50.96268,50.89003,T,71650,134235
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/21/2020,USC Dornsife/Los Angeles Times,5314,lv,.1015949,.0314893,53.8,52.27292,52.20244,T,71635,134222
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/20/2020,Morning Consult,15821,lv,.1616975,.0771129,52,52.43588,52.33855,T,71634,134208
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/19/2020,Morning Consult,12000,lv,.119197,.0523331,53,53.43528,53.33398,T,71633,134207
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/20/2020,Ipsos,949,lv,.5063705,.227053,51,52.81257,52.71415,"",71624,134181
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/20/2020,SurveyMonkey,11723,lv,.0470156,.0220168,52,50.93011,50.86931,T,71568,134116
2020,National,10/28/2020,Joseph R. Biden Jr.,8/7/2020,9/27/2020,PureSpectrum,26838,lv,1.29481,0,50,52.92529,54.15631,"",71565,134061
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,Harris Insights & Analytics,1897,rv,.5409234,.1653318,46,49.06186,48.98187,"",71557,134047
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/19/2020,Qriously,2731,lv,.677819,.2788035,51,52.98249,52.91116,"",71551,134035
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/20/2020,Rasmussen Reports/Pulse Opinion Research,2500,lv,.8584951,.3473817,49,51.19874,51.10872,"",71550,134033
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,Research Co.,1035,lv,1.264341,.5557808,50,51.30898,51.20794,"",71362,134017
2020,National,10/28/2020,Joseph R. Biden Jr.,10/18/2020,10/20/2020,YouGov,1344,lv,.611569,.2950202,52,52.84308,52.75465,"",71542,134013
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/20/2020,IBD/TIPP,1016,lv,.2688561,.1239257,48.6,49.86253,49.78575,T,71541,134004
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/19/2020,SurveyUSA,1136,lv,2.028216,.9579236,53,52.03954,52.02541,"",71535,133986
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/20/2020,USC Dornsife/Los Angeles Times,5406,lv,.1181946,.0211903,53.67,52.14262,52.07425,T,71532,133981
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/13/2020,J.L. Partners,844,lv,.7005532,.1917288,52,51.4761,51.38812,"",71526,133968
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/18/2020,Change Research,2711,lv,.9147121,.4211327,52,52.47567,52.37728,"",71518,133956
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/19/2020,SurveyMonkey,9447,lv,.0358004,.0154217,52,50.93011,50.86519,T,71466,133904
2020,National,10/28/2020,Joseph R. Biden Jr.,10/17/2020,10/18/2020,Redfield & Wilton Strategies,2915,lv,.6324319,.2783885,51,52.18537,52.10012,"",71464,133849
2020,National,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/8/2020,Ipsos,2004,a,.5303164,.020179,46.2,49.75315,49.97373,"",71448,133813
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/19/2020,IBD/TIPP,1046,lv,.2767539,.1173937,48.55,49.8125,49.73275,T,71446,133810
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,Léger,821,lv,.5017503,.2066129,50,51.8925,51.82293,"",71444,133806
2020,National,10/28/2020,Joseph R. Biden Jr.,10/6/2020,10/19/2020,USC Dornsife/Los Angeles Times,5488,lv,.1185864,.0173678,53.86,52.33306,52.26925,T,71440,133799
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/18/2020,Siena College/The New York Times Upshot,987,lv,2.011207,.8840889,50,50.71469,50.65842,"",71439,133797
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,SurveyMonkey,13021,lv,.0465529,.0183539,53,51.93118,51.86334,T,71381,133720
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,Morning Consult,14994,lv,.1458808,.0584899,52,52.43588,52.33147,T,71377,133662
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/17/2020,Morning Consult,12000,lv,.1155421,.0418629,52,52.43588,52.33112,T,71376,133661
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/16/2020,Morning Consult,12000,lv,.1157422,.0373383,52,52.43588,52.33218,T,71375,133660
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,Morning Consult,12000,lv,.1173012,.033001,52,52.43588,52.33211,T,71374,133659
2020,National,10/28/2020,Joseph R. Biden Jr.,10/16/2020,10/18/2020,YouGov,1465,lv,.637586,.259254,51,51.84391,51.74828,"",71373,133650
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/17/2020,RMG Research,1265,lv,.5988711,.221046,51,52.80511,52.72583,"",71369,133646
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/18/2020,IBD/TIPP,949,lv,.2523963,.0976677,49.9,51.16263,51.08255,T,71356,133626
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/12/2020,Public Religion Research Institute,671.5,lv,1.106968,.2564925,55,52.79864,52.72047,"",71355,133624
2020,National,10/28/2020,Joseph R. Biden Jr.,10/5/2020,10/18/2020,USC Dornsife/Los Angeles Times,5557,lv,.1189245,.0168706,53.975,52.44834,52.39303,T,71354,133622
2020,National,10/28/2020,Joseph R. Biden Jr.,9/9/2020,9/22/2020,Public Religion Research Institute,1561.5,lv,1.87621,0,56,53.80361,54.78337,"",71353,133618
2020,National,10/28/2020,Joseph R. Biden Jr.,10/15/2020,10/17/2020,SurveyMonkey,19801,lv,.0669384,.0239992,53,51.93118,51.86299,T,71299,133559
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/17/2020,IBD/TIPP,1021,lv,.2743288,.0958036,49.65,50.91269,50.83366,T,71294,133498
2020,National,10/28/2020,Joseph R. Biden Jr.,10/4/2020,10/17/2020,USC Dornsife/Los Angeles Times,5674,lv,.1205363,.0165232,53.79,52.26289,52.21961,T,71293,133496
2020,National,10/28/2020,Joseph R. Biden Jr.,10/14/2020,10/16/2020,SurveyMonkey,23331,lv,.075985,.0244334,53,51.93118,51.86405,T,71241,133442
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/16/2020,IBD/TIPP,1009,lv,.2754344,.0856208,50.35,51.61241,51.53334,T,71237,133384
2020,National,10/28/2020,Joseph R. Biden Jr.,10/3/2020,10/16/2020,USC Dornsife/Los Angeles Times,5646,lv,.1193683,.0157665,53.88,52.35311,52.32414,T,71236,133382
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,Ipsos,920,lv,.4706414,.1375475,51,52.81257,52.71182,"",71234,133372
2020,National,10/28/2020,Joseph R. Biden Jr.,10/13/2020,10/15/2020,SurveyMonkey,19668,lv,.0628227,.0177585,53,51.93118,51.86398,T,71180,133315
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/15/2020,IBD/TIPP,951,lv,.2631398,.0719081,48.85,50.11263,50.03403,T,71168,133242
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/12/2020,AP-NORC,1121,a,1.030327,.2261694,51,54.07727,54.00429,"",71084,133241
2020,National,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/15/2020,USC Dornsife/Los Angeles Times,5543,lv,.117707,.014869,53.76,52.23283,52.21948,T,71165,133236
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/12/2020,Global Strategy Group/GBAO/Navigator Research,1003,rv,.5275003,.1000455,53,51.99332,51.94151,"",70976,133234
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/12/2020,Kaiser Family Foundation,1015,lv,1.672321,.3263066,49,50.37474,50.30431,"",71164,133233
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/14/2020,SurveyMonkey,17663,lv,.055118,.0134921,53,51.93118,51.8645,T,71106,133165
2020,National,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/8/2020,Edison Research,1378,rv,.89283,.0544409,48.1,49.94565,50.18723,"",71105,133112
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/13/2020,Marist College,896,lv,1.779262,.412268,54,52.82525,52.75852,"",71100,133102
2020,National,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/14/2020,Morning Consult,15499,lv,.1520758,.0367517,52,52.43588,52.33263,T,71094,133084
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,Morning Consult,12000,lv,.1183705,.0239873,52,52.43588,52.3343,T,71093,133083
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/12/2020,Morning Consult,12000,lv,.1198875,.0199085,52,52.43588,52.33884,T,71092,133082
2020,National,10/28/2020,Joseph R. Biden Jr.,10/5/2020,10/12/2020,University of Massachusetts Lowell,819,lv,1.267318,.2318266,53,52.64898,52.64948,"",71091,133071
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/13/2020,Whitman Insight Strategies,1103,lv,.8683066,.201193,54,52.80588,52.76159,"",71088,133063
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/14/2020,IBD/TIPP,864,lv,.2422458,.0572154,50,51.26259,51.1857,T,71072,133039
2020,National,10/28/2020,Joseph R. Biden Jr.,10/1/2020,10/14/2020,USC Dornsife/Los Angeles Times,5433,lv,.1175829,.0140207,54.15,52.6238,52.6274,T,71066,133017
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/12/2020,NBC News/The Wall Street Journal,1000,rv,1.389979,.2996607,53,53.22025,53.15077,"",71065,133013
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,SurveyMonkey,10395,lv,.0317711,.0065913,52,50.93011,50.86506,T,71012,132958
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/13/2020,Ipsos,882,lv,.4587693,.0789681,51,52.81257,52.71854,"",71009,132887
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/13/2020,Harris Insights & Analytics,2855,rv,.7556379,.1771699,47,50.06495,49.98713,"",71008,132886
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/10/2020,Redfield & Wilton Strategies,1679,lv,.4816776,.0696719,49,50.18608,50.11366,"",71001,132875
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/12/2020,Qriously,2053,lv,.5750629,.0959954,52,53.97998,53.92459,"",70996,132858
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/13/2020,Rasmussen Reports/Pulse Opinion Research,2500,lv,.8596936,.1373415,50,52.19807,52.13604,"",70995,132857
2020,National,10/28/2020,Joseph R. Biden Jr.,10/11/2020,10/13/2020,YouGov,1333,lv,.5921875,.1218977,52,52.84308,52.7504,"",70989,132844
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/13/2020,IBD/TIPP,866,lv,.2472742,.0497396,50.55,51.81227,51.73995,T,70983,132824
2020,National,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/13/2020,USC Dornsife/Los Angeles Times,5257,lv,.1169984,.0130681,54.23,52.70401,52.72536,T,70980,132817
2020,National,10/28/2020,Joseph R. Biden Jr.,10/10/2020,10/12/2020,SurveyMonkey,10971,lv,.0329774,.0057031,51.78,50.70994,50.64943,T,70923,132702
2020,National,10/28/2020,Joseph R. Biden Jr.,10/9/2020,10/11/2020,SurveyMonkey,19886,lv,.0590452,.0096853,51.49,50.41977,50.36776,T,70922,132701
2020,National,10/28/2020,Joseph R. Biden Jr.,10/8/2020,10/10/2020,SurveyMonkey,25748,lv,.0758043,.0117476,52.36,51.29043,51.25049,T,70921,132700
2020,National,10/28/2020,Joseph R. Biden Jr.,10/7/2020,10/9/2020,SurveyMonkey,34460,lv,.1007099,.0137667,52.74,51.67085,51.66087,T,70920,132699
2020,National,10/28/2020,Joseph R. Biden Jr.,10/6/2020,10/8/2020,SurveyMonkey,33925,lv,.1006274,.0126769,53.35,52.28168,52.28867,T,70919,132698
2020,National,10/28/2020,Joseph R. Biden Jr.,10/5/2020,10/7/2020,SurveyMonkey,30687,lv,.0967206,.0091631,53.28,52.21157,52.2773,T,70918,132697
2020,National,10/28/2020,Joseph R. Biden Jr.,10/4/2020,10/6/2020,SurveyMonkey,20168,lv,.0648939,.0055173,53.26,52.19154,52.27922,T,70917,132696
2020,National,10/28/2020,Joseph R. Biden Jr.,10/3/2020,10/5/2020,SurveyMonkey,12691,lv,.0421333,.0031634,52.72,51.65083,51.7612,T,70916,132695
2020,National,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/4/2020,SurveyMonkey,12510,lv,.0432013,.0028127,52.33,51.2604,51.39521,T,70915,132694
2020,National,10/28/2020,Joseph R. Biden Jr.,10/1/2020,10/3/2020,SurveyMonkey,17645,lv,.0633253,.0035205,52.04,50.97014,51.13098,T,70914,132693
2020,National,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/2/2020,SurveyMonkey,21170,lv,.0791487,.0036754,51.96,50.89007,51.07967,T,70913,132692
2020,National,10/28/2020,Joseph R. Biden Jr.,9/29/2020,10/1/2020,SurveyMonkey,24022,lv,.094912,.0014342,52.02,50.95012,51.27776,T,70912,132691
2020,National,10/28/2020,Joseph R. Biden Jr.,9/28/2020,9/30/2020,SurveyMonkey,24292,lv,.0949663,.0007271,51.78,50.70994,51.0745,T,70911,132690
2020,National,10/28/2020,Joseph R. Biden Jr.,9/27/2020,9/29/2020,SurveyMonkey,20951,lv,.0759415,0,51.85,50.77999,51.30684,T,70910,132689
2020,National,10/28/2020,Joseph R. Biden Jr.,9/26/2020,9/28/2020,SurveyMonkey,15482,lv,.0543808,0,51.89,50.82002,51.39189,T,70909,132688
2020,National,10/28/2020,Joseph R. Biden Jr.,9/25/2020,9/27/2020,SurveyMonkey,15443,lv,.0525434,0,51.74,50.66992,51.28742,T,70908,132687
2020,National,10/28/2020,Joseph R. Biden Jr.,9/24/2020,9/26/2020,SurveyMonkey,21047,lv,.069339,0,51.71,50.6399,51.3023,T,70907,132686
2020,National,10/28/2020,Joseph R. Biden Jr.,9/23/2020,9/25/2020,SurveyMonkey,23974,lv,.07729,0,52.1,51.03019,51.73347,T,70906,132685
2020,National,10/28/2020,Joseph R. Biden Jr.,9/22/2020,9/24/2020,SurveyMonkey,22170,lv,.070854,0,52.37,51.30044,52.04326,T,70905,132684
2020,National,10/28/2020,Joseph R. Biden Jr.,9/21/2020,9/23/2020,SurveyMonkey,19097,lv,.0612956,0,52.45,51.38052,52.16491,T,70904,132683
2020,National,10/28/2020,Joseph R. Biden Jr.,9/20/2020,9/22/2020,SurveyMonkey,13675,lv,.0440898,0,52.68,51.61077,52.43497,T,70903,132682
2020,National,10/28/2020,Joseph R. Biden Jr.,9/19/2020,9/21/2020,SurveyMonkey,9248,lv,.0297472,0,51.45,50.37975,51.24397,T,70902,132681
2020,National,10/28/2020,Joseph R. Biden Jr.,9/18/2020,9/20/2020,SurveyMonkey,8738,lv,.0280072,0,51.59,50.51982,51.42041,T,70901,132680
2020,National,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/19/2020,SurveyMonkey,12696,lv,.0405956,0,51.32,50.24969,51.18508,T,70900,132679
2020,National,10/28/2020,Joseph R. Biden Jr.,9/16/2020,9/18/2020,SurveyMonkey,16194,lv,.0519716,0,52.46,51.39053,52.35937,T,70899,132678
2020,National,10/28/2020,Joseph R. Biden Jr.,9/15/2020,9/17/2020,SurveyMonkey,18003,lv,.0580971,0,53.08,52.01129,53.01186,T,70898,132677
2020,National,10/28/2020,Joseph R. Biden Jr.,9/14/2020,9/16/2020,SurveyMonkey,18332,lv,.0597532,0,53.26,52.19154,53.22477,T,70897,132676
2020,National,10/28/2020,Joseph R. Biden Jr.,9/13/2020,9/15/2020,SurveyMonkey,14750,lv,.0487579,0,53.94,52.87268,53.93327,T,70896,132675
2020,National,10/28/2020,Joseph R. Biden Jr.,9/12/2020,9/14/2020,SurveyMonkey,10702,lv,.0358414,0,53.46,52.39185,53.47229,T,70895,132674
2020,National,10/28/2020,Joseph R. Biden Jr.,9/11/2020,9/13/2020,SurveyMonkey,10673,lv,.0360014,0,53.68,52.61222,53.71007,T,70894,132673
2020,National,10/28/2020,Joseph R. Biden Jr.,9/10/2020,9/12/2020,SurveyMonkey,17462,lv,.0588894,0,53.6,52.53208,53.64652,T,70893,132672
2020,National,10/28/2020,Joseph R. Biden Jr.,9/9/2020,9/11/2020,SurveyMonkey,20221,lv,.0683015,0,53.65,52.58217,53.7138,T,70892,132671
2020,National,10/28/2020,Joseph R. Biden Jr.,9/8/2020,9/10/2020,SurveyMonkey,20237,lv,.0690759,0,52.35,51.28042,52.43149,T,70891,132670
2020,National,10/28/2020,Joseph R. Biden Jr.,9/7/2020,9/9/2020,SurveyMonkey,13466,lv,.0469029,0,52.16,51.09024,52.25772,T,70890,132669
2020,National,10/28/2020,Joseph R. Biden Jr.,9/6/2020,9/8/2020,SurveyMonkey,9761,lv,.0350086,0,52.05,50.98014,52.16073,T,70889,132668
2020,National,10/28/2020,Joseph R. Biden Jr.,9/5/2020,9/7/2020,SurveyMonkey,6699,lv,.0246815,0,52.82,51.75095,52.94222,T,70888,132667
2020,National,10/28/2020,Joseph R. Biden Jr.,9/4/2020,9/6/2020,SurveyMonkey,10478,lv,.0396362,0,52.16,51.09024,52.29374,T,70887,132666
2020,National,10/28/2020,Joseph R. Biden Jr.,9/3/2020,9/5/2020,SurveyMonkey,13796,lv,.0533001,0,51.79,50.71995,51.93416,T,70886,132665
2020,National,10/28/2020,Joseph R. Biden Jr.,9/2/2020,9/4/2020,SurveyMonkey,16337,lv,.0647251,0,51.19,50.11964,51.34318,T,70885,132664
2020,National,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/3/2020,SurveyMonkey,16839,lv,.0690422,0,51.39,50.31972,51.55048,T,70884,132663
2020,National,10/28/2020,Joseph R. Biden Jr.,8/31/2020,9/2/2020,SurveyMonkey,16423,lv,.0699902,0,51.32,50.24969,51.48997,T,70883,132662
2020,National,10/28/2020,Joseph R. Biden Jr.,8/30/2020,9/1/2020,SurveyMonkey,12929,lv,.0580663,0,51.73,50.65991,51.9101,T,70882,132661
2020,National,10/28/2020,Joseph R. Biden Jr.,8/29/2020,8/31/2020,SurveyMonkey,9259,lv,.0441627,0,51.66,50.58987,51.85096,T,70881,132660
2020,National,10/28/2020,Joseph R. Biden Jr.,8/28/2020,8/30/2020,SurveyMonkey,8979,lv,.0451832,0,51.74,50.66992,51.93978,T,70880,132659
2020,National,10/28/2020,Joseph R. Biden Jr.,8/27/2020,8/29/2020,SurveyMonkey,12255,lv,.0677369,0,51.55,50.4798,51.76018,T,70879,132658
2020,National,10/28/2020,Joseph R. Biden Jr.,8/26/2020,8/28/2020,SurveyMonkey,15759,lv,.0948592,0,51.47,50.39976,51.6919,T,70878,132657
2020,National,10/28/2020,Joseph R. Biden Jr.,8/25/2020,8/27/2020,SurveyMonkey,15915,lv,.1041321,0,51.58,50.50982,51.80923,T,70877,132656
2020,National,10/28/2020,Joseph R. Biden Jr.,8/24/2020,8/26/2020,SurveyMonkey,18704,lv,.1210687,0,51.28,50.20967,51.49527,T,70876,132655
2020,National,10/28/2020,Joseph R. Biden Jr.,8/23/2020,8/25/2020,SurveyMonkey,15902,lv,.1005138,0,50.69,49.61953,50.90313,T,70875,132654
2020,National,10/28/2020,Joseph R. Biden Jr.,8/22/2020,8/24/2020,SurveyMonkey,15332,lv,.0962937,0,50.55,49.47952,50.74913,T,70874,132653
2020,National,10/28/2020,Joseph R. Biden Jr.,8/21/2020,8/23/2020,SurveyMonkey,11023,lv,.0692504,0,51.17,50.09963,51.3573,T,70873,132652
2020,National,10/28/2020,Joseph R. Biden Jr.,8/20/2020,8/22/2020,SurveyMonkey,14650,lv,.0915985,0,52.24,51.17031,52.40658,T,70872,132651
2020,National,10/28/2020,Joseph R. Biden Jr.,8/19/2020,8/21/2020,SurveyMonkey,17663,lv,.1109346,0,52.67,51.60076,52.821,T,70871,132650
2020,National,10/28/2020,Joseph R. Biden Jr.,8/18/2020,8/20/2020,SurveyMonkey,20401,lv,.1245767,0,52.84,51.77097,52.97471,T,70870,132649
2020,National,10/28/2020,Joseph R. Biden Jr.,8/17/2020,8/19/2020,SurveyMonkey,19511,lv,.1134789,0,52.7,51.6308,52.7975,T,70869,132648
2020,National,10/28/2020,Joseph R. Biden Jr.,8/16/2020,8/18/2020,SurveyMonkey,14944,lv,.082009,0,51.86,50.79,51.92558,T,70868,132647
2020,National,10/28/2020,Joseph R. Biden Jr.,8/15/2020,8/17/2020,SurveyMonkey,11512,lv,.0604709,0,51.94,50.87006,51.96902,T,70867,132646
2020,National,10/28/2020,Joseph R. Biden Jr.,8/14/2020,8/16/2020,SurveyMonkey,11608,lv,.0595198,0,51.82,50.74997,51.83293,T,70866,132645
2020,National,10/28/2020,Joseph R. Biden Jr.,8/13/2020,8/15/2020,SurveyMonkey,15517,lv,.0774323,0,51.93,50.86005,51.92978,T,70865,132644
2020,National,10/28/2020,Joseph R. Biden Jr.,8/12/2020,8/14/2020,SurveyMonkey,18730,lv,.0917241,0,50.82,49.74954,50.81165,T,70864,132643
2020,National,10/28/2020,Joseph R. Biden Jr.,8/11/2020,8/13/2020,SurveyMonkey,18559,lv,.0836112,0,50.61,49.53952,50.60698,T,70863,132642
2020,National,10/28/2020,Joseph R. Biden Jr.,8/10/2020,8/12/2020,SurveyMonkey,18313,lv,.0800352,0,50.98,49.90958,50.97919,T,70862,132641
2020,National,10/28/2020,Joseph R. Biden Jr.,8/9/2020,8/11/2020,SurveyMonkey,14370,lv,.0563265,0,51.52,50.44979,51.54112,T,70861,132640
2020,National,10/28/2020,Joseph R. Biden Jr.,8/8/2020,8/10/2020,SurveyMonkey,11367,lv,.0426554,0,51.45,50.37975,51.48231,T,70860,132639
2020,National,10/28/2020,Joseph R. Biden Jr.,8/7/2020,8/9/2020,SurveyMonkey,11623,lv,.0416072,0,51.41,50.33973,51.45309,T,70859,132638
2020,National,10/28/2020,Joseph R. Biden Jr.,8/6/2020,8/8/2020,SurveyMonkey,16479,lv,.0562132,0,51.66,50.58987,51.71675,T,70858,132637
2020,National,10/28/2020,Joseph R. Biden Jr.,8/5/2020,8/7/2020,SurveyMonkey,20812,lv,.067909,0,51.96,50.89007,52.02865,T,70857,132636
2020,National,10/28/2020,Joseph R. Biden Jr.,8/4/2020,8/6/2020,SurveyMonkey,21159,lv,.0664174,0,51.78,50.70994,51.86001,T,70856,132635
2020,National,10/28/2020,Joseph R. Biden Jr.,8/3/2020,8/5/2020,SurveyMonkey,20765,lv,.063495,0,51.48,50.40976,51.56938,T,70855,132634
2020,National,10/28/2020,Joseph R. Biden Jr.,8/2/2020,8/4/2020,SurveyMonkey,15849,lv,.0476745,0,51.02,49.94958,51.11834,T,70854,132633
2020,National,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/3/2020,SurveyMonkey,12024,lv,.0354971,0,51.92,50.85004,52.02829,T,70853,132632
2020,National,10/28/2020,Joseph R. Biden Jr.,7/31/2020,8/2/2020,SurveyMonkey,11982,lv,.0345755,0,52.17,51.10025,52.29,T,70852,132631
2020,National,10/28/2020,Joseph R. Biden Jr.,7/30/2020,8/1/2020,SurveyMonkey,17393,lv,.0490947,0,52.02,50.95012,52.15176,T,70851,132630
2020,National,10/28/2020,Joseph R. Biden Jr.,7/29/2020,7/31/2020,SurveyMonkey,23068,lv,.0641014,0,50.3,49.22953,50.44315,T,70850,132629
2020,National,10/28/2020,Joseph R. Biden Jr.,7/28/2020,7/30/2020,SurveyMonkey,23570,lv,.0648711,0,50.45,49.37952,50.60488,T,70849,132628
2020,National,10/28/2020,Joseph R. Biden Jr.,7/27/2020,7/29/2020,SurveyMonkey,22144,lv,.0608116,0,50.54,49.46952,50.70771,T,70848,132627
2020,National,10/28/2020,Joseph R. Biden Jr.,7/26/2020,7/28/2020,SurveyMonkey,15890,lv,.0437188,0,51.49,50.41977,51.67102,T,70847,132626
2020,National,10/28/2020,Joseph R. Biden Jr.,7/25/2020,7/27/2020,SurveyMonkey,11689,lv,.0321162,0,51.1,50.02961,51.29535,T,70846,132625
2020,National,10/28/2020,Joseph R. Biden Jr.,7/24/2020,7/26/2020,SurveyMonkey,11226,lv,.0306016,0,50.67,49.59953,50.87944,T,70845,132624
2020,National,10/28/2020,Joseph R. Biden Jr.,7/23/2020,7/25/2020,SurveyMonkey,16260,lv,.0437311,0,50.2,49.12955,50.42308,T,70844,132623
2020,National,10/28/2020,Joseph R. Biden Jr.,7/22/2020,7/24/2020,SurveyMonkey,20777,lv,.0550803,0,50.29,49.21954,50.52495,T,70843,132622
2020,National,10/28/2020,Joseph R. Biden Jr.,7/21/2020,7/23/2020,SurveyMonkey,21941,lv,.057597,0,50.9,49.82956,51.14681,T,70842,132621
2020,National,10/28/2020,Joseph R. Biden Jr.,7/20/2020,7/22/2020,SurveyMonkey,22716,lv,.0594443,0,51.46,50.38975,51.71807,T,70841,132620
2020,National,10/28/2020,Joseph R. Biden Jr.,7/19/2020,7/21/2020,SurveyMonkey,17583,lv,.0461151,0,51.87,50.80001,52.13615,T,70840,132619
2020,National,10/28/2020,Joseph R. Biden Jr.,7/18/2020,7/20/2020,SurveyMonkey,13582,lv,.0356322,0,52.33,51.2604,52.60623,T,70839,132618
2020,National,10/28/2020,Joseph R. Biden Jr.,7/17/2020,7/19/2020,SurveyMonkey,12553,lv,.0327187,0,52.21,51.14029,52.49631,T,70838,132617
2020,National,10/28/2020,Joseph R. Biden Jr.,7/16/2020,7/18/2020,SurveyMonkey,19993,lv,.0514088,0,51.72,50.64991,52.0142,T,70837,132616
2020,National,10/28/2020,Joseph R. Biden Jr.,7/15/2020,7/17/2020,SurveyMonkey,25657,lv,.065083,0,51.58,50.50982,51.87714,T,70836,132615
2020,National,10/28/2020,Joseph R. Biden Jr.,7/14/2020,7/16/2020,SurveyMonkey,25732,lv,.0648314,0,51.6,50.52983,51.90246,T,70835,132614
2020,National,10/28/2020,Joseph R. Biden Jr.,7/13/2020,7/15/2020,SurveyMonkey,22168,lv,.055987,0,51.6,50.52983,51.90666,T,70834,132613
2020,National,10/28/2020,Joseph R. Biden Jr.,7/12/2020,7/14/2020,SurveyMonkey,15925,lv,.0405605,0,51.31,50.23969,51.61745,T,70833,132612
